sensor_id,time,humidity,sv,temperature
S028,2025-05-29 00:15:00,90.3,5.2,21.4
S028,2025-05-29 01:15:00,87.4,5.3,22.4
S028,2025-05-29 02:15:00,89.1,5.4,22.8
S028,2025-05-29 03:15:00,88.2,5.3,21.9
S028,2025-05-29 04:15:00,90.6,5.7,21.3
S028,2025-05-29 05:15:00,89.2,6.4,22.5
S028,2025-05-29 06:15:00,87.6,6.4,22.4
S028,2025-05-29 07:15:00,88.4,6.5,21.6
S028,2025-05-29 08:15:00,86.5,6.8,22.7
S028,2025-05-29 09:15:00,87.7,7.1,22.8
S028,2025-05-29 10:15:00,89.4,7.2,21.8
S028,2025-05-29 11:15:00,85.4,7.1,23.6
S028,2025-05-29 12:15:00,87.7,7.6,23.0
S028,2025-05-29 13:15:00,86.2,7.8,21.8
S028,2025-05-29 14:15:00,84.8,8.0,23.2
S028,2025-05-29 15:15:00,91.0,7.9,23.2
S028,2025-05-29 16:15:00,89.6,8.1,23.6
S028,2025-05-29 17:15:00,85.7,7.8,22.6
S028,2025-05-29 18:15:00,86.2,8.0,23.4
S028,2025-05-29 19:15:00,82.5,8.3,22.9
S028,2025-05-29 20:15:00,83.2,8.5,22.8
S028,2025-05-29 21:15:00,84.0,8.4,22.7
S028,2025-05-29 22:15:00,86.0,8.6,22.2
S028,2025-05-29 23:15:00,85.6,8.8,23.5
S028,2025-05-30 00:15:00,86.4,8.8,23.2
S028,2025-05-30 01:15:00,86.9,9.1,22.0
S028,2025-05-30 02:15:00,85.9,9.3,23.4
S028,2025-05-30 03:15:00,83.0,9.3,24.0
S028,2025-05-30 04:15:00,85.6,9.3,22.8
S028,2025-05-30 05:15:00,86.1,9.4,23.2
S028,2025-05-30 06:15:00,83.8,9.3,23.8
S028,2025-05-30 07:15:00,80.7,9.4,22.4
S028,2025-05-30 08:15:00,86.6,9.6,23.4
S028,2025-05-30 09:15:00,84.2,10.0,23.9
S028,2025-05-30 10:15:00,78.3,10.1,23.5
S028,2025-05-30 11:15:00,87.9,10.3,23.2
S028,2025-05-30 12:15:00,82.6,10.4,23.2
S028,2025-05-30 13:15:00,88.2,10.3,23.1
S028,2025-05-30 14:15:00,83.9,10.3,23.6
S028,2025-05-30 15:15:00,82.6,10.7,24.5
S028,2025-05-30 16:15:00,83.2,10.9,25.2
S028,2025-05-30 17:15:00,81.2,11.1,24.1
S028,2025-05-30 18:15:00,82.6,10.8,24.5
S028,2025-05-30 19:15:00,86.3,11.0,23.7
S028,2025-05-30 20:15:00,80.3,10.8,23.2
S028,2025-05-30 21:15:00,83.0,10.7,25.2
S028,2025-05-30 22:15:00,80.3,10.5,24.0
S028,2025-05-30 23:15:00,81.2,10.5,24.7
S028,2025-05-31 00:15:00,85.3,10.8,24.4
S028,2025-05-31 01:15:00,82.3,10.9,24.9
S028,2025-05-31 02:15:00,82.5,10.8,24.9
S028,2025-05-31 03:15:00,81.0,10.8,24.6
S028,2025-05-31 04:15:00,86.0,11.0,24.7
S028,2025-05-31 05:15:00,78.6,11.2,25.1
S028,2025-05-31 06:15:00,77.1,11.4,24.3
S028,2025-05-31 07:15:00,83.5,11.2,25.3
S028,2025-05-31 08:15:00,79.2,11.3,24.2
S028,2025-05-31 09:15:00,80.6,11.8,24.7
S028,2025-05-31 10:15:00,83.0,11.7,25.0
S028,2025-05-31 11:15:00,80.2,11.9,23.9
S028,2025-05-31 12:15:00,83.7,12.4,25.4
S028,2025-05-31 13:15:00,79.3,12.4,25.0
S028,2025-05-31 14:15:00,77.4,12.9,26.4
S028,2025-05-31 15:15:00,74.0,12.9,25.8
S028,2025-05-31 16:15:00,79.1,12.6,24.8
S028,2025-05-31 17:15:00,73.9,12.6,25.7
S028,2025-05-31 18:15:00,78.8,12.5,25.3
S028,2025-05-31 19:15:00,80.9,12.3,25.0
S028,2025-05-31 20:15:00,77.8,12.3,24.0
S028,2025-05-31 21:15:00,78.0,12.6,24.2
S028,2025-05-31 22:15:00,79.3,12.6,24.9
S028,2025-05-31 23:15:00,78.6,12.6,24.7
S028,2025-06-01 00:15:00,79.4,13.0,25.0
S028,2025-06-01 01:15:00,76.8,12.9,25.6
S028,2025-06-01 02:15:00,72.2,13.1,25.4
S028,2025-06-01 03:15:00,78.9,12.9,24.6
S028,2025-06-01 04:15:00,75.9,12.8,25.4
S028,2025-06-01 05:15:00,74.4,12.9,24.5
S028,2025-06-01 06:15:00,76.7,13.2,24.4
S028,2025-06-01 07:15:00,76.2,13.1,25.2
S028,2025-06-01 08:15:00,74.1,13.0,24.6
S028,2025-06-01 09:15:00,72.9,13.2,24.7
S028,2025-06-01 10:15:00,76.2,13.4,25.5
S028,2025-06-01 11:15:00,73.4,13.3,25.3
S028,2025-06-01 12:15:00,75.1,13.3,24.8
S028,2025-06-01 13:15:00,75.5,13.6,24.2
S028,2025-06-01 14:15:00,76.5,13.4,24.6
S028,2025-06-01 15:15:00,78.6,13.6,26.0
S028,2025-06-01 16:15:00,74.7,13.6,25.5
S028,2025-06-01 17:15:00,73.2,14.0,25.7
S028,2025-06-01 18:15:00,77.1,14.2,25.1
S028,2025-06-01 19:15:00,75.7,14.5,24.8
S028,2025-06-01 20:15:00,73.8,14.5,25.4
S028,2025-06-01 21:15:00,73.8,14.7,25.6
S028,2025-06-01 22:15:00,73.2,15.0,24.7
S028,2025-06-01 23:15:00,73.3,15.2,24.6
S028,2025-06-02 00:15:00,72.6,15.2,24.2
S028,2025-06-02 01:15:00,70.6,15.4,24.5
S028,2025-06-02 02:15:00,72.4,15.1,25.2
S028,2025-06-02 03:15:00,75.7,15.6,24.6
S028,2025-06-02 04:15:00,70.4,15.5,25.3
