sensor_id,time,humidity,sv,temperature
S025,2025-05-29 00:56:00,90.7,5.3,21.3
S025,2025-05-29 01:56:00,89.4,5.3,21.1
S025,2025-05-29 02:56:00,93.0,5.1,22.7
S025,2025-05-29 03:56:00,86.9,5.1,22.7
S025,2025-05-29 04:56:00,83.1,5.2,22.3
S025,2025-05-29 05:56:00,89.6,5.5,22.5
S025,2025-05-29 06:56:00,87.6,5.7,22.8
S025,2025-05-29 07:56:00,89.1,5.7,22.5
S025,2025-05-29 08:56:00,86.1,5.6,22.7
S025,2025-05-29 09:56:00,92.2,5.9,22.9
S025,2025-05-29 10:56:00,87.4,6.2,22.5
S025,2025-05-29 11:56:00,86.6,6.3,22.4
S025,2025-05-29 12:56:00,91.6,6.2,22.9
S025,2025-05-29 13:56:00,89.3,6.5,23.9
S025,2025-05-29 14:56:00,90.3,6.8,22.4
S025,2025-05-29 15:56:00,87.0,7.2,22.6
S025,2025-05-29 16:56:00,87.2,7.2,22.0
S025,2025-05-29 17:56:00,85.8,7.4,23.2
S025,2025-05-29 18:56:00,85.3,7.4,22.7
S025,2025-05-29 19:56:00,87.4,7.3,22.3
S025,2025-05-29 20:56:00,85.7,7.8,23.1
S025,2025-05-29 21:56:00,90.7,8.0,23.9
S025,2025-05-29 22:56:00,87.7,8.3,23.0
S025,2025-05-29 23:56:00,89.6,8.2,23.1
S025,2025-05-30 00:56:00,81.2,8.3,24.0
S025,2025-05-30 01:56:00,89.3,8.5,23.3
S025,2025-05-30 02:56:00,80.6,8.5,22.8
S025,2025-05-30 03:56:00,82.6,8.9,23.8
S025,2025-05-30 04:56:00,81.5,8.9,24.1
S025,2025-05-30 05:56:00,85.3,9.1,23.4
S025,2025-05-30 06:56:00,84.6,9.1,23.7
S025,2025-05-30 07:56:00,86.0,9.0,23.0
S025,2025-05-30 08:56:00,84.1,9.2,23.3
S025,2025-05-30 09:56:00,86.5,9.4,23.6
S025,2025-05-30 10:56:00,82.0,9.6,23.8
S025,2025-05-30 11:56:00,86.2,9.6,23.5
S025,2025-05-30 12:56:00,83.5,9.8,23.7
S025,2025-05-30 13:56:00,88.1,10.1,23.9
S025,2025-05-30 14:56:00,84.9,10.1,23.5
S025,2025-05-30 15:56:00,82.4,10.3,23.9
S025,2025-05-30 16:56:00,82.7,10.5,24.6
S025,2025-05-30 17:56:00,80.6,10.5,23.8
S025,2025-05-30 18:56:00,83.2,10.3,23.7
S025,2025-05-30 19:56:00,81.7,10.4,25.2
S025,2025-05-30 20:56:00,83.5,10.6,24.3
S025,2025-05-30 21:56:00,79.2,10.8,23.9
S025,2025-05-30 22:56:00,81.1,10.6,24.6
S025,2025-05-30 23:56:00,79.2,10.9,24.4
S025,2025-05-31 00:56:00,79.2,11.4,24.1
S025,2025-05-31 01:56:00,82.4,11.5,24.4
S025,2025-05-31 02:56:00,83.3,12.0,24.3
S025,2025-05-31 03:56:00,76.2,12.0,24.9
S025,2025-05-31 04:56:00,84.4,11.8,24.8
S025,2025-05-31 05:56:00,83.3,11.7,23.4
S025,2025-05-31 06:56:00,77.6,11.8,25.5
S025,2025-05-31 07:56:00,81.8,11.6,24.4
S025,2025-05-31 08:56:00,79.0,11.6,25.5
S025,2025-05-31 09:56:00,79.6,12.3,25.0
S025,2025-05-31 10:56:00,80.8,12.1,24.8
S025,2025-05-31 11:56:00,80.4,12.1,24.6
S025,2025-05-31 12:56:00,78.1,12.0,26.1
S025,2025-05-31 13:56:00,77.9,12.0,24.6
S025,2025-05-31 14:56:00,77.8,12.1,24.4
S025,2025-05-31 15:56:00,81.0,12.0,24.5
S025,2025-05-31 16:56:00,74.8,12.1,24.8
S025,2025-05-31 17:56:00,78.0,12.3,24.8
S025,2025-05-31 18:56:00,81.3,12.7,25.3
S025,2025-05-31 19:56:00,79.4,12.8,25.2
S025,2025-05-31 20:56:00,79.9,12.9,25.2
S025,2025-05-31 21:56:00,77.3,13.0,24.8
S025,2025-05-31 22:56:00,75.1,12.9,25.2
S025,2025-05-31 23:56:00,77.4,13.0,25.3
S025,2025-06-01 00:56:00,75.7,13.0,24.9
S025,2025-06-01 01:56:00,81.3,13.3,25.1
S025,2025-06-01 02:56:00,76.4,13.7,25.3
S025,2025-06-01 03:56:00,77.8,13.7,25.1
S025,2025-06-01 04:56:00,79.8,14.0,25.1
S025,2025-06-01 05:56:00,74.0,13.8,25.7
S025,2025-06-01 06:56:00,71.4,14.0,25.1
S025,2025-06-01 07:56:00,76.8,14.1,24.7
S025,2025-06-01 08:56:00,77.0,13.9,24.3
S025,2025-06-01 09:56:00,74.6,13.8,25.1
S025,2025-06-01 10:56:00,73.0,13.8,24.8
S025,2025-06-01 11:56:00,75.7,13.6,25.4
S025,2025-06-01 12:56:00,74.9,13.2,25.8
S025,2025-06-01 13:56:00,75.4,13.2,24.5
S025,2025-06-01 14:56:00,72.3,13.3,24.6
S025,2025-06-01 15:56:00,75.0,13.4,25.0
S025,2025-06-01 16:56:00,75.8,13.6,24.6
S025,2025-06-01 17:56:00,71.0,13.4,24.9
S025,2025-06-01 18:56:00,76.8,13.4,24.7
S025,2025-06-01 19:56:00,74.2,14.0,24.5
S025,2025-06-01 20:56:00,75.2,14.3,25.4
S025,2025-06-01 21:56:00,70.7,14.5,25.0
S025,2025-06-01 22:56:00,74.5,14.4,25.9
S025,2025-06-01 23:56:00,69.6,14.5,25.1
S025,2025-06-02 00:56:00,70.9,14.1,25.6
S025,2025-06-02 01:56:00,73.1,14.4,24.5
S025,2025-06-02 02:56:00,71.8,14.7,24.5
S025,2025-06-02 03:56:00,72.3,14.5,26.0
S025,2025-06-02 04:56:00,75.9,14.4,24.6
S025,2025-06-02 05:56:00,71.9,14.5,24.4
S025,2025-06-02 06:56:00,73.1,14.6,24.2
S025,2025-06-02 07:56:00,71.4,14.6,25.8
S025,2025-06-02 08:56:00,71.1,14.6,24.7
S025,2025-06-02 09:56:00,69.2,14.5,25.0
S025,2025-06-02 10:56:00,71.7,14.6,24.8
S025,2025-06-02 11:56:00,75.8,14.8,24.4
S025,2025-06-02 12:56:00,70.8,14.9,24.6
S025,2025-06-02 13:56:00,69.9,15.0,25.1
S025,2025-06-02 14:56:00,72.5,14.7,24.0
S025,2025-06-02 15:56:00,72.1,15.0,25.0
S025,2025-06-02 16:56:00,70.8,15.1,25.3
S025,2025-06-02 17:56:00,69.1,15.1,24.7
S025,2025-06-02 18:56:00,71.8,15.3,25.2
S025,2025-06-02 19:56:00,69.6,15.2,23.8
S025,2025-06-02 20:56:00,71.0,15.2,23.6
S025,2025-06-02 21:56:00,67.3,15.3,24.6
S025,2025-06-02 22:56:00,67.6,15.3,24.1
S025,2025-06-02 23:56:00,68.8,15.1,24.8
S025,2025-06-03 00:56:00,66.0,14.8,24.2
S025,2025-06-03 01:56:00,67.5,15.0,24.4
S025,2025-06-03 02:56:00,65.5,15.1,24.3
S025,2025-06-03 03:56:00,64.8,15.2,24.3
S025,2025-06-03 04:56:00,72.6,15.0,23.9
S025,2025-06-03 05:56:00,66.3,15.1,23.5
S025,2025-06-03 06:56:00,66.3,15.1,24.0
S025,2025-06-03 07:56:00,67.3,15.1,24.8
S025,2025-06-03 08:56:00,64.9,15.2,23.7
S025,2025-06-03 09:56:00,65.8,15.4,23.7
S025,2025-06-03 10:56:00,70.3,15.8,24.0
S025,2025-06-03 11:56:00,67.2,16.0,23.3
S025,2025-06-03 12:56:00,68.3,16.3,24.4
S025,2025-06-03 13:56:00,69.3,16.6,23.3
S025,2025-06-03 14:56:00,66.3,16.6,23.6
S025,2025-06-03 15:56:00,65.3,16.6,25.0
S025,2025-06-03 16:56:00,62.7,16.5,23.1
S025,2025-06-03 17:56:00,64.6,16.5,24.4
S025,2025-06-03 18:56:00,64.9,16.5,23.7
S025,2025-06-03 19:56:00,63.4,16.5,23.7
S025,2025-06-03 20:56:00,67.9,16.6,23.1
S025,2025-06-03 21:56:00,66.9,16.8,23.9
S025,2025-06-03 22:56:00,66.5,16.6,23.2
S025,2025-06-03 23:56:00,64.1,16.7,22.8
S025,2025-06-04 00:56:00,62.1,16.7,24.0
S025,2025-06-04 01:56:00,66.6,16.5,23.1
S025,2025-06-04 02:56:00,64.4,16.5,22.3
S025,2025-06-04 03:56:00,65.1,16.7,23.0
S025,2025-06-04 04:56:00,64.7,17.0,23.5
S025,2025-06-04 05:56:00,63.9,16.8,23.4
S025,2025-06-04 06:56:00,67.1,17.0,22.7
S025,2025-06-04 07:56:00,61.6,16.8,22.4
S025,2025-06-04 08:56:00,62.1,16.8,22.2
S025,2025-06-04 09:56:00,65.8,16.9,22.8
S025,2025-06-04 10:56:00,62.5,17.1,22.9
S025,2025-06-04 11:56:00,61.9,17.2,23.1
S025,2025-06-04 12:56:00,61.5,17.1,22.6
S025,2025-06-04 13:56:00,63.2,17.0,22.5
S025,2025-06-04 14:56:00,61.2,17.1,22.4
S025,2025-06-04 15:56:00,60.8,17.1,22.6
S025,2025-06-04 16:56:00,62.6,17.1,22.4
S025,2025-06-04 17:56:00,61.3,17.4,22.9
S025,2025-06-04 18:56:00,58.9,17.6,22.5
S025,2025-06-04 19:56:00,60.8,18.0,22.3
S025,2025-06-04 20:56:00,63.3,17.9,22.2
S025,2025-06-04 21:56:00,61.9,17.8,21.7
S025,2025-06-04 22:56:00,63.2,18.0,22.1
S025,2025-06-04 23:56:00,58.5,18.4,21.7
