sensor_id,time,humidity,sv,temperature
S002,2025-05-29 00:58:00,87.0,5.3,22.4
S002,2025-05-29 01:58:00,89.3,5.4,21.6
S002,2025-05-29 02:58:00,87.4,5.2,22.1
S002,2025-05-29 03:58:00,89.2,5.0,22.7
S002,2025-05-29 04:58:00,89.3,5.0,21.7
S002,2025-05-29 05:58:00,86.5,5.1,22.3
S002,2025-05-29 06:58:00,90.5,5.2,23.1
S002,2025-05-29 07:58:00,88.4,5.1,21.2
S002,2025-05-29 08:58:00,90.7,5.0,22.0
S002,2025-05-29 09:58:00,84.7,5.0,22.1
S002,2025-05-29 10:58:00,86.2,5.0,22.5
S002,2025-05-29 11:58:00,89.1,5.0,22.6
S002,2025-05-29 12:58:00,86.2,5.0,22.1
S002,2025-05-29 13:58:00,87.3,5.0,22.4
S002,2025-05-29 14:58:00,87.5,5.0,22.4
S002,2025-05-29 15:58:00,87.6,5.0,22.7
S002,2025-05-29 16:58:00,85.8,5.2,23.0
S002,2025-05-29 17:58:00,87.2,5.1,23.4
S002,2025-05-29 18:58:00,85.2,5.5,23.5
S002,2025-05-29 19:58:00,87.9,5.9,23.4
S002,2025-05-29 20:58:00,86.2,5.7,22.7
S002,2025-05-29 21:58:00,86.5,5.8,23.1
S002,2025-05-29 22:58:00,91.2,5.8,24.4
S002,2025-05-29 23:58:00,83.7,5.8,23.8
S002,2025-05-30 00:58:00,88.5,6.0,23.1
S002,2025-05-30 01:58:00,80.2,6.0,24.1
S002,2025-05-30 02:58:00,81.2,6.0,23.2
S002,2025-05-30 03:58:00,82.7,6.0,23.1
S002,2025-05-30 04:58:00,82.6,6.0,24.2
S002,2025-05-30 05:58:00,85.2,5.9,22.9
S002,2025-05-30 06:58:00,85.2,6.2,22.6
S002,2025-05-30 07:58:00,83.9,6.5,24.1
S002,2025-05-30 08:58:00,84.0,6.7,23.7
S002,2025-05-30 09:58:00,85.1,6.7,23.8
S002,2025-05-30 10:58:00,85.6,6.6,23.6
S002,2025-05-30 11:58:00,81.1,6.6,23.7
S002,2025-05-30 12:58:00,82.8,7.2,23.6
S002,2025-05-30 13:58:00,83.2,7.5,23.6
S002,2025-05-30 14:58:00,84.1,7.4,23.8
S002,2025-05-30 15:58:00,81.4,7.5,23.8
S002,2025-05-30 16:58:00,82.6,7.5,23.6
S002,2025-05-30 17:58:00,82.7,7.8,23.8
S002,2025-05-30 18:58:00,81.0,8.0,22.9
S002,2025-05-30 19:58:00,80.8,8.3,24.5
S002,2025-05-30 20:58:00,82.3,8.2,24.4
S002,2025-05-30 21:58:00,81.7,8.3,24.2
S002,2025-05-30 22:58:00,82.7,8.1,24.4
S002,2025-05-30 23:58:00,79.5,7.9,24.4
S002,2025-05-31 00:58:00,80.7,8.2,24.0
S002,2025-05-31 01:58:00,80.7,8.1,24.1
S002,2025-05-31 02:58:00,82.6,8.1,24.7
S002,2025-05-31 03:58:00,79.0,8.2,24.6
S002,2025-05-31 04:58:00,81.1,8.4,25.5
S002,2025-05-31 05:58:00,81.0,8.3,25.3
S002,2025-05-31 06:58:00,83.6,7.7,25.0
S002,2025-05-31 07:58:00,78.1,7.6,24.2
