sensor_id,time,humidity,sv,temperature
S011,2025-05-29 00:59:00,86.3,5.1,21.5
S011,2025-05-29 01:59:00,89.0,5.0,21.8
S011,2025-05-29 02:59:00,91.7,5.1,22.8
S011,2025-05-29 03:59:00,88.8,5.0,22.2
S011,2025-05-29 04:59:00,87.6,5.3,21.6
S011,2025-05-29 05:59:00,91.0,5.3,22.9
S011,2025-05-29 06:59:00,88.3,5.3,22.7
S011,2025-05-29 07:59:00,87.7,5.7,22.7
S011,2025-05-29 08:59:00,88.9,5.6,22.8
S011,2025-05-29 09:59:00,89.9,5.4,23.7
S011,2025-05-29 10:59:00,93.0,5.3,23.7
S011,2025-05-29 11:59:00,89.7,5.4,22.3
S011,2025-05-29 12:59:00,90.2,5.6,23.5
S011,2025-05-29 13:59:00,86.7,5.8,22.9
S011,2025-05-29 14:59:00,85.4,6.5,23.0
S011,2025-05-29 15:59:00,87.4,6.1,22.0
S011,2025-05-29 16:59:00,87.3,6.3,22.8
S011,2025-05-29 17:59:00,84.8,6.3,22.5
S011,2025-05-29 18:59:00,86.4,6.3,23.4
S011,2025-05-29 19:59:00,87.4,6.3,23.6
S011,2025-05-29 20:59:00,87.1,6.2,22.1
S011,2025-05-29 21:59:00,87.2,6.6,23.1
S011,2025-05-29 22:59:00,86.6,6.9,23.8
S011,2025-05-29 23:59:00,84.9,7.0,23.2
S011,2025-05-30 00:59:00,84.7,7.4,23.7
S011,2025-05-30 01:59:00,83.1,7.2,23.5
S011,2025-05-30 02:59:00,88.9,7.0,23.6
S011,2025-05-30 03:59:00,85.2,6.7,23.3
S011,2025-05-30 04:59:00,84.5,6.6,22.9
S011,2025-05-30 05:59:00,82.9,6.8,23.0
S011,2025-05-30 06:59:00,90.5,6.9,24.0
S011,2025-05-30 07:59:00,82.3,7.0,23.7
S011,2025-05-30 08:59:00,83.4,6.8,23.6
S011,2025-05-30 09:59:00,84.9,7.1,23.5
S011,2025-05-30 10:59:00,85.1,7.2,23.6
S011,2025-05-30 11:59:00,85.6,7.5,24.3
S011,2025-05-30 12:59:00,87.1,7.2,23.7
S011,2025-05-30 13:59:00,84.4,7.4,23.2
S011,2025-05-30 14:59:00,81.1,7.2,24.3
S011,2025-05-30 15:59:00,82.5,7.3,23.9
S011,2025-05-30 16:59:00,83.4,7.5,24.1
S011,2025-05-30 17:59:00,86.8,7.6,24.9
S011,2025-05-30 18:59:00,79.7,7.5,24.1
S011,2025-05-30 19:59:00,84.7,7.6,24.3
S011,2025-05-30 20:59:00,82.5,7.4,23.6
S011,2025-05-30 21:59:00,83.6,7.7,24.1
S011,2025-05-30 22:59:00,81.5,7.8,24.6
S011,2025-05-30 23:59:00,79.9,8.1,23.5
S011,2025-05-31 00:59:00,82.9,8.1,24.4
S011,2025-05-31 01:59:00,82.5,8.1,24.4
S011,2025-05-31 02:59:00,83.0,8.1,24.4
