sensor_id,time,humidity,sv,temperature
S027,2025-05-29 00:24:00,87.8,5.0,22.5
S027,2025-05-29 01:24:00,93.3,5.3,22.2
S027,2025-05-29 02:24:00,91.2,5.7,21.9
S027,2025-05-29 03:24:00,95.9,5.9,21.3
S027,2025-05-29 04:24:00,87.9,5.9,21.9
S027,2025-05-29 05:24:00,92.4,5.8,21.7
S027,2025-05-29 06:24:00,89.2,6.0,23.0
S027,2025-05-29 07:24:00,88.4,5.9,22.2
S027,2025-05-29 08:24:00,89.2,6.1,22.6
S027,2025-05-29 09:24:00,88.6,6.4,22.3
S027,2025-05-29 10:24:00,86.6,6.6,22.8
S027,2025-05-29 11:24:00,87.8,6.4,23.0
S027,2025-05-29 12:24:00,88.5,6.4,23.8
S027,2025-05-29 13:24:00,86.8,6.7,22.5
S027,2025-05-29 14:24:00,88.6,6.9,23.3
S027,2025-05-29 15:24:00,86.7,7.1,23.0
S027,2025-05-29 16:24:00,88.0,7.5,22.6
S027,2025-05-29 17:24:00,87.6,7.7,22.7
S027,2025-05-29 18:24:00,87.7,7.9,23.2
S027,2025-05-29 19:24:00,83.9,8.1,22.9
S027,2025-05-29 20:24:00,88.6,8.0,23.1
S027,2025-05-29 21:24:00,84.5,8.0,23.5
S027,2025-05-29 22:24:00,85.7,8.0,24.4
S027,2025-05-29 23:24:00,84.6,8.2,23.3
S027,2025-05-30 00:24:00,85.8,8.1,22.7
S027,2025-05-30 01:24:00,85.3,8.3,23.6
S027,2025-05-30 02:24:00,86.6,8.4,23.2
S027,2025-05-30 03:24:00,85.2,8.4,24.4
S027,2025-05-30 04:24:00,84.2,8.7,23.3
S027,2025-05-30 05:24:00,81.2,8.5,23.6
S027,2025-05-30 06:24:00,86.4,8.5,23.9
S027,2025-05-30 07:24:00,85.5,9.2,23.9
S027,2025-05-30 08:24:00,86.1,9.7,24.4
S027,2025-05-30 09:24:00,83.7,9.4,24.1
S027,2025-05-30 10:24:00,84.6,9.4,25.0
S027,2025-05-30 11:24:00,82.4,9.5,24.1
S027,2025-05-30 12:24:00,82.0,9.3,24.5
S027,2025-05-30 13:24:00,82.8,9.8,23.7
S027,2025-05-30 14:24:00,85.0,10.0,24.9
S027,2025-05-30 15:24:00,82.4,10.0,23.8
S027,2025-05-30 16:24:00,82.7,10.2,24.8
S027,2025-05-30 17:24:00,83.1,10.4,24.5
S027,2025-05-30 18:24:00,82.5,10.3,24.2
S027,2025-05-30 19:24:00,84.3,10.7,24.9
S027,2025-05-30 20:24:00,80.6,10.8,24.2
S027,2025-05-30 21:24:00,82.1,11.1,24.9
S027,2025-05-30 22:24:00,82.7,11.1,24.5
S027,2025-05-30 23:24:00,78.3,10.9,24.1
S027,2025-05-31 00:24:00,81.9,11.3,24.5
S027,2025-05-31 01:24:00,83.9,11.5,24.4
S027,2025-05-31 02:24:00,80.3,11.8,24.2
S027,2025-05-31 03:24:00,78.7,12.2,24.6
S027,2025-05-31 04:24:00,81.6,12.3,24.7
S027,2025-05-31 05:24:00,80.8,12.3,23.3
S027,2025-05-31 06:24:00,83.3,12.4,24.8
S027,2025-05-31 07:24:00,81.0,12.6,24.9
S027,2025-05-31 08:24:00,78.1,12.8,25.3
S027,2025-05-31 09:24:00,77.8,12.5,24.0
S027,2025-05-31 10:24:00,81.3,12.6,24.1
S027,2025-05-31 11:24:00,80.1,13.0,24.8
S027,2025-05-31 12:24:00,79.1,13.1,24.3
S027,2025-05-31 13:24:00,79.4,13.6,24.1
S027,2025-05-31 14:24:00,79.7,13.5,24.5
S027,2025-05-31 15:24:00,79.4,13.7,24.6
S027,2025-05-31 16:24:00,75.5,13.6,24.3
S027,2025-05-31 17:24:00,80.8,13.5,24.3
S027,2025-05-31 18:24:00,80.7,13.4,24.8
S027,2025-05-31 19:24:00,81.6,14.0,24.1
S027,2025-05-31 20:24:00,81.0,14.0,24.1
S027,2025-05-31 21:24:00,80.4,14.0,24.9
S027,2025-05-31 22:24:00,76.9,14.1,25.7
S027,2025-05-31 23:24:00,77.8,14.2,25.3
S027,2025-06-01 00:24:00,79.4,14.4,25.5
S027,2025-06-01 01:24:00,73.3,14.1,24.0
S027,2025-06-01 02:24:00,76.3,14.0,24.2
S027,2025-06-01 03:24:00,73.1,14.3,25.0
S027,2025-06-01 04:24:00,76.9,14.3,25.4
S027,2025-06-01 05:24:00,78.7,14.2,25.3
S027,2025-06-01 06:24:00,76.0,14.2,24.3
S027,2025-06-01 07:24:00,74.7,14.4,25.6
S027,2025-06-01 08:24:00,76.2,14.7,25.0
S027,2025-06-01 09:24:00,76.3,14.9,25.4
S027,2025-06-01 10:24:00,76.2,14.8,24.7
S027,2025-06-01 11:24:00,72.7,14.7,24.2
S027,2025-06-01 12:24:00,75.4,15.0,25.4
S027,2025-06-01 13:24:00,75.1,15.1,25.2
S027,2025-06-01 14:24:00,76.4,15.1,24.4
S027,2025-06-01 15:24:00,74.2,15.2,24.7
S027,2025-06-01 16:24:00,78.1,15.0,25.3
S027,2025-06-01 17:24:00,74.2,15.0,25.1
S027,2025-06-01 18:24:00,72.9,15.2,25.2
S027,2025-06-01 19:24:00,71.6,15.3,24.7
S027,2025-06-01 20:24:00,72.4,15.4,25.7
S027,2025-06-01 21:24:00,71.7,15.5,24.9
S027,2025-06-01 22:24:00,72.8,15.7,23.8
S027,2025-06-01 23:24:00,76.3,15.8,25.0
S027,2025-06-02 00:24:00,69.8,15.8,25.2
S027,2025-06-02 01:24:00,69.8,15.8,25.1
S027,2025-06-02 02:24:00,71.9,15.5,24.7
S027,2025-06-02 03:24:00,69.5,15.7,23.9
S027,2025-06-02 04:24:00,70.1,16.1,24.5
S027,2025-06-02 05:24:00,72.5,16.1,24.6
S027,2025-06-02 06:24:00,71.6,15.9,24.5
S027,2025-06-02 07:24:00,72.4,15.9,25.1
S027,2025-06-02 08:24:00,72.5,16.0,24.6
S027,2025-06-02 09:24:00,73.8,16.0,25.5
S027,2025-06-02 10:24:00,71.7,16.0,24.6
S027,2025-06-02 11:24:00,73.2,16.1,25.3
S027,2025-06-02 12:24:00,70.8,16.2,24.8
S027,2025-06-02 13:24:00,71.2,16.4,24.8
S027,2025-06-02 14:24:00,71.0,16.5,24.3
S027,2025-06-02 15:24:00,70.6,16.5,24.0
S027,2025-06-02 16:24:00,70.3,16.2,24.6
S027,2025-06-02 17:24:00,73.3,16.5,25.4
S027,2025-06-02 18:24:00,70.9,16.7,24.3
S027,2025-06-02 19:24:00,68.4,17.1,24.2
S027,2025-06-02 20:24:00,73.8,17.3,24.4
S027,2025-06-02 21:24:00,68.2,17.3,25.3
S027,2025-06-02 22:24:00,68.8,17.1,24.8
S027,2025-06-02 23:24:00,67.0,16.9,25.0
S027,2025-06-03 00:24:00,69.9,17.2,23.4
S027,2025-06-03 01:24:00,71.6,17.4,23.9
S027,2025-06-03 02:24:00,65.1,17.8,23.9
S027,2025-06-03 03:24:00,67.3,18.1,24.8
S027,2025-06-03 04:24:00,70.0,18.1,24.5
S027,2025-06-03 05:24:00,65.4,17.8,24.7
S027,2025-06-03 06:24:00,68.5,18.0,23.2
S027,2025-06-03 07:24:00,64.6,17.9,24.6
S027,2025-06-03 08:24:00,67.8,18.0,24.4
S027,2025-06-03 09:24:00,67.0,18.1,23.5
S027,2025-06-03 10:24:00,73.3,18.1,23.9
S027,2025-06-03 11:24:00,68.0,18.1,23.5
S027,2025-06-03 12:24:00,61.9,18.1,23.8
S027,2025-06-03 13:24:00,66.0,17.8,24.1
S027,2025-06-03 14:24:00,67.6,17.7,24.5
S027,2025-06-03 15:24:00,64.9,17.6,23.3
S027,2025-06-03 16:24:00,64.7,17.6,23.5
S027,2025-06-03 17:24:00,64.6,17.5,23.1
S027,2025-06-03 18:24:00,66.3,17.5,24.0
S027,2025-06-03 19:24:00,62.5,17.5,22.8
S027,2025-06-03 20:24:00,63.7,18.1,23.6
S027,2025-06-03 21:24:00,66.7,18.3,22.8
S027,2025-06-03 22:24:00,63.5,18.4,23.4
S027,2025-06-03 23:24:00,63.2,18.6,23.9
S027,2025-06-04 00:24:00,61.4,18.9,23.0
S027,2025-06-04 01:24:00,65.2,19.0,23.4
S027,2025-06-04 02:24:00,64.6,18.9,22.8
S027,2025-06-04 03:24:00,65.5,19.0,23.1
S027,2025-06-04 04:24:00,63.2,18.9,22.3
S027,2025-06-04 05:24:00,63.9,18.9,23.4
S027,2025-06-04 06:24:00,63.7,19.0,22.8
S027,2025-06-04 07:24:00,60.0,19.3,22.8
S027,2025-06-04 08:24:00,67.4,19.3,22.9
S027,2025-06-04 09:24:00,64.5,19.2,21.8
S027,2025-06-04 10:24:00,62.5,19.1,22.4
S027,2025-06-04 11:24:00,61.7,19.1,22.8
S027,2025-06-04 12:24:00,64.6,19.1,22.6
S027,2025-06-04 13:24:00,62.0,19.3,23.7
S027,2025-06-04 14:24:00,63.4,19.3,23.2
S027,2025-06-04 15:24:00,60.3,19.4,22.6
S027,2025-06-04 16:24:00,59.5,19.5,21.9
S027,2025-06-04 17:24:00,60.8,19.7,22.1
S027,2025-06-04 18:24:00,60.9,19.8,22.7
S027,2025-06-04 19:24:00,61.6,20.0,22.3
S027,2025-06-04 20:24:00,63.5,20.2,22.9
S027,2025-06-04 21:24:00,62.6,20.4,22.2
S027,2025-06-04 22:24:00,62.8,20.4,22.2
