sensor_id,time,humidity,sv,temperature
S004,2025-05-29 00:41:00,90.1,5.0,21.4
S004,2025-05-29 01:41:00,91.7,5.1,22.6
S004,2025-05-29 02:41:00,93.7,5.0,22.5
S004,2025-05-29 03:41:00,85.8,5.3,22.5
S004,2025-05-29 04:41:00,90.0,5.5,23.0
S004,2025-05-29 05:41:00,86.9,5.7,22.8
S004,2025-05-29 06:41:00,90.5,5.7,22.7
S004,2025-05-29 07:41:00,88.2,6.0,21.3
S004,2025-05-29 08:41:00,88.6,6.3,23.0
S004,2025-05-29 09:41:00,85.8,6.5,22.5
S004,2025-05-29 10:41:00,87.4,6.5,22.7
S004,2025-05-29 11:41:00,88.2,6.6,22.8
S004,2025-05-29 12:41:00,90.6,6.9,23.1
S004,2025-05-29 13:41:00,86.1,7.5,23.3
S004,2025-05-29 14:41:00,86.4,7.5,23.1
S004,2025-05-29 15:41:00,89.2,7.8,23.1
S004,2025-05-29 16:41:00,85.4,8.1,23.0
S004,2025-05-29 17:41:00,89.2,8.1,21.3
S004,2025-05-29 18:41:00,86.7,8.5,22.8
S004,2025-05-29 19:41:00,87.2,8.4,22.6
S004,2025-05-29 20:41:00,87.1,8.7,23.7
S004,2025-05-29 21:41:00,85.0,8.8,23.5
S004,2025-05-29 22:41:00,86.8,8.9,23.0
S004,2025-05-29 23:41:00,84.3,9.6,23.1
S004,2025-05-30 00:41:00,84.7,9.6,23.1
S004,2025-05-30 01:41:00,86.6,9.6,23.1
S004,2025-05-30 02:41:00,85.9,10.0,22.7
S004,2025-05-30 03:41:00,85.0,10.3,22.6
S004,2025-05-30 04:41:00,82.5,10.6,23.5
S004,2025-05-30 05:41:00,82.8,10.7,24.1
S004,2025-05-30 06:41:00,85.2,10.9,23.3
S004,2025-05-30 07:41:00,85.9,11.4,23.8
S004,2025-05-30 08:41:00,82.0,11.3,24.1
S004,2025-05-30 09:41:00,82.4,11.4,23.2
S004,2025-05-30 10:41:00,84.2,11.6,23.8
S004,2025-05-30 11:41:00,83.9,11.7,23.5
S004,2025-05-30 12:41:00,80.3,11.7,24.7
S004,2025-05-30 13:41:00,83.7,11.9,24.7
S004,2025-05-30 14:41:00,82.0,12.3,23.5
S004,2025-05-30 15:41:00,86.3,12.4,24.2
S004,2025-05-30 16:41:00,83.3,12.4,24.6
S004,2025-05-30 17:41:00,83.5,12.4,24.5
S004,2025-05-30 18:41:00,83.3,12.4,24.2
S004,2025-05-30 19:41:00,79.8,12.8,24.8
S004,2025-05-30 20:41:00,86.0,12.9,23.7
S004,2025-05-30 21:41:00,78.7,12.8,24.1
S004,2025-05-30 22:41:00,83.3,13.0,23.8
S004,2025-05-30 23:41:00,82.8,13.3,24.7
S004,2025-05-31 00:41:00,80.4,13.3,24.1
S004,2025-05-31 01:41:00,82.5,13.1,24.3
S004,2025-05-31 02:41:00,80.4,13.6,24.7
S004,2025-05-31 03:41:00,79.5,13.5,24.8
S004,2025-05-31 04:41:00,81.6,13.5,24.0
S004,2025-05-31 05:41:00,78.5,13.6,25.0
S004,2025-05-31 06:41:00,79.9,13.7,24.8
S004,2025-05-31 07:41:00,78.9,13.8,24.0
S004,2025-05-31 08:41:00,79.3,14.0,23.9
S004,2025-05-31 09:41:00,80.6,13.6,24.6
S004,2025-05-31 10:41:00,78.4,13.4,25.1
S004,2025-05-31 11:41:00,79.0,13.6,25.1
S004,2025-05-31 12:41:00,78.2,13.6,24.9
S004,2025-05-31 13:41:00,81.9,13.7,24.8
S004,2025-05-31 14:41:00,79.5,13.8,25.0
S004,2025-05-31 15:41:00,79.1,13.5,24.3
S004,2025-05-31 16:41:00,79.9,13.9,25.6
S004,2025-05-31 17:41:00,77.1,13.9,25.6
S004,2025-05-31 18:41:00,79.9,13.8,25.0
S004,2025-05-31 19:41:00,78.7,13.9,24.9
S004,2025-05-31 20:41:00,74.7,14.1,24.7
S004,2025-05-31 21:41:00,74.7,14.4,25.1
S004,2025-05-31 22:41:00,76.3,14.6,24.6
S004,2025-05-31 23:41:00,74.6,14.9,23.8
S004,2025-06-01 00:41:00,76.6,14.8,23.6
S004,2025-06-01 01:41:00,74.9,14.9,24.5
S004,2025-06-01 02:41:00,76.5,14.8,25.0
S004,2025-06-01 03:41:00,79.4,14.9,25.1
S004,2025-06-01 04:41:00,76.2,15.0,24.7
S004,2025-06-01 05:41:00,75.6,15.1,25.0
S004,2025-06-01 06:41:00,76.8,15.1,24.8
S004,2025-06-01 07:41:00,74.4,15.4,24.5
S004,2025-06-01 08:41:00,77.3,15.2,25.0
S004,2025-06-01 09:41:00,76.4,15.1,25.4
S004,2025-06-01 10:41:00,75.3,15.2,24.5
S004,2025-06-01 11:41:00,75.4,15.0,24.5
S004,2025-06-01 12:41:00,79.0,15.2,24.5
S004,2025-06-01 13:41:00,76.6,15.2,24.0
S004,2025-06-01 14:41:00,78.9,15.1,24.8
S004,2025-06-01 15:41:00,75.4,14.9,25.4
S004,2025-06-01 16:41:00,71.2,14.4,25.1
S004,2025-06-01 17:41:00,73.5,14.3,24.9
S004,2025-06-01 18:41:00,70.4,14.4,25.0
S004,2025-06-01 19:41:00,74.7,14.5,24.7
S004,2025-06-01 20:41:00,75.0,14.7,24.0
S004,2025-06-01 21:41:00,71.5,14.6,25.3
S004,2025-06-01 22:41:00,71.8,14.7,25.5
S004,2025-06-01 23:41:00,73.2,14.9,24.6
S004,2025-06-02 00:41:00,70.4,14.7,24.8
S004,2025-06-02 01:41:00,70.0,14.9,24.8
S004,2025-06-02 02:41:00,74.9,15.1,25.1
S004,2025-06-02 03:41:00,72.4,15.1,25.7
S004,2025-06-02 04:41:00,70.9,15.4,25.4
S004,2025-06-02 05:41:00,68.5,15.4,24.7
S004,2025-06-02 06:41:00,73.4,15.4,25.1
S004,2025-06-02 07:41:00,70.1,15.6,25.4
S004,2025-06-02 08:41:00,75.0,16.1,25.0
S004,2025-06-02 09:41:00,72.9,16.2,24.8
S004,2025-06-02 10:41:00,69.3,16.4,25.0
S004,2025-06-02 11:41:00,69.3,16.4,24.4
S004,2025-06-02 12:41:00,74.0,16.3,24.4
S004,2025-06-02 13:41:00,70.3,16.4,24.1
S004,2025-06-02 14:41:00,69.2,16.6,24.8
S004,2025-06-02 15:41:00,70.1,16.6,24.6
S004,2025-06-02 16:41:00,68.8,16.8,24.2
S004,2025-06-02 17:41:00,70.2,16.8,24.5
S004,2025-06-02 18:41:00,69.4,16.7,24.8
S004,2025-06-02 19:41:00,71.1,17.0,25.5
S004,2025-06-02 20:41:00,68.4,17.3,25.0
S004,2025-06-02 21:41:00,67.2,17.3,23.3
S004,2025-06-02 22:41:00,68.1,17.7,24.5
S004,2025-06-02 23:41:00,67.9,17.8,25.1
S004,2025-06-03 00:41:00,68.3,17.9,23.7
S004,2025-06-03 01:41:00,69.5,18.0,24.6
S004,2025-06-03 02:41:00,69.2,18.2,24.2
S004,2025-06-03 03:41:00,70.3,18.3,24.8
S004,2025-06-03 04:41:00,66.1,18.5,24.4
S004,2025-06-03 05:41:00,68.3,18.4,23.7
S004,2025-06-03 06:41:00,68.8,18.2,24.0
S004,2025-06-03 07:41:00,65.8,18.5,24.0
S004,2025-06-03 08:41:00,66.6,18.5,24.0
S004,2025-06-03 09:41:00,63.3,18.6,24.6
S004,2025-06-03 10:41:00,68.5,18.7,23.5
S004,2025-06-03 11:41:00,66.0,19.2,24.4
S004,2025-06-03 12:41:00,67.9,19.3,23.7
S004,2025-06-03 13:41:00,66.5,19.3,23.9
S004,2025-06-03 14:41:00,65.6,19.3,23.8
S004,2025-06-03 15:41:00,62.6,19.4,23.7
S004,2025-06-03 16:41:00,62.7,19.3,23.7
S004,2025-06-03 17:41:00,60.2,19.4,24.4
S004,2025-06-03 18:41:00,64.1,19.5,24.0
S004,2025-06-03 19:41:00,69.6,19.9,23.4
S004,2025-06-03 20:41:00,62.3,20.0,24.3
S004,2025-06-03 21:41:00,59.4,19.7,23.6
S004,2025-06-03 22:41:00,66.4,20.4,23.6
S004,2025-06-03 23:41:00,69.0,20.7,22.9
S004,2025-06-04 00:41:00,64.7,21.2,23.1
S004,2025-06-04 01:41:00,64.5,21.1,22.9
S004,2025-06-04 02:41:00,63.2,21.1,23.2
S004,2025-06-04 03:41:00,60.0,21.3,23.5
S004,2025-06-04 04:41:00,60.5,21.5,23.3
S004,2025-06-04 05:41:00,62.6,21.7,23.8
S004,2025-06-04 06:41:00,62.0,21.4,22.5
