sensor_id,time,humidity,sv,temperature
S022,2025-05-29 00:08:00,86.2,5.1,21.5
S022,2025-05-29 01:08:00,89.5,5.1,23.5
S022,2025-05-29 02:08:00,90.3,5.0,21.9
S022,2025-05-29 03:08:00,91.7,5.0,21.1
S022,2025-05-29 04:08:00,84.8,5.5,21.8
S022,2025-05-29 05:08:00,86.9,5.3,21.6
S022,2025-05-29 06:08:00,87.8,5.7,22.7
S022,2025-05-29 07:08:00,88.7,5.8,22.6
S022,2025-05-29 08:08:00,88.3,5.9,22.6
S022,2025-05-29 09:08:00,88.1,5.8,22.3
S022,2025-05-29 10:08:00,89.0,5.7,22.4
S022,2025-05-29 11:08:00,86.2,5.7,22.4
S022,2025-05-29 12:08:00,89.7,5.6,22.6
S022,2025-05-29 13:08:00,88.5,5.6,23.1
S022,2025-05-29 14:08:00,86.8,5.7,22.9
S022,2025-05-29 15:08:00,90.5,6.1,23.1
S022,2025-05-29 16:08:00,90.2,6.0,23.1
S022,2025-05-29 17:08:00,88.8,6.1,23.4
S022,2025-05-29 18:08:00,80.7,6.3,23.1
S022,2025-05-29 19:08:00,89.7,6.2,23.2
S022,2025-05-29 20:08:00,88.0,6.4,23.7
S022,2025-05-29 21:08:00,90.2,6.4,22.8
S022,2025-05-29 22:08:00,88.5,6.0,22.8
S022,2025-05-29 23:08:00,89.0,6.3,22.7
S022,2025-05-30 00:08:00,87.4,6.1,23.4
S022,2025-05-30 01:08:00,88.2,6.0,22.4
S022,2025-05-30 02:08:00,89.3,6.3,23.6
S022,2025-05-30 03:08:00,85.6,6.3,23.4
S022,2025-05-30 04:08:00,81.8,6.6,24.1
S022,2025-05-30 05:08:00,84.2,6.9,23.2
S022,2025-05-30 06:08:00,85.4,6.9,23.5
S022,2025-05-30 07:08:00,84.6,7.1,24.2
S022,2025-05-30 08:08:00,81.8,7.1,24.4
S022,2025-05-30 09:08:00,80.8,7.6,23.4
S022,2025-05-30 10:08:00,82.4,7.6,23.9
S022,2025-05-30 11:08:00,85.3,7.9,24.0
S022,2025-05-30 12:08:00,86.7,8.2,24.1
S022,2025-05-30 13:08:00,85.2,8.3,23.8
S022,2025-05-30 14:08:00,85.3,8.3,24.6
S022,2025-05-30 15:08:00,82.8,8.4,23.1
S022,2025-05-30 16:08:00,79.3,8.0,23.8
S022,2025-05-30 17:08:00,81.7,8.2,24.3
S022,2025-05-30 18:08:00,81.9,8.4,24.3
S022,2025-05-30 19:08:00,81.3,8.5,24.8
S022,2025-05-30 20:08:00,82.2,8.0,24.8
