sensor_id,time,humidity,sv,temperature
S012,2025-05-29 00:50:00,88.3,5.2,21.9
S012,2025-05-29 01:50:00,90.8,5.3,22.2
S012,2025-05-29 02:50:00,92.9,5.2,21.7
S012,2025-05-29 03:50:00,91.1,5.5,22.7
S012,2025-05-29 04:50:00,94.8,5.4,22.4
S012,2025-05-29 05:50:00,86.0,5.3,22.7
S012,2025-05-29 06:50:00,87.9,5.4,22.0
S012,2025-05-29 07:50:00,86.9,5.4,22.3
S012,2025-05-29 08:50:00,91.0,5.7,22.8
S012,2025-05-29 09:50:00,87.9,5.9,23.2
S012,2025-05-29 10:50:00,88.6,6.0,22.3
S012,2025-05-29 11:50:00,89.3,5.9,23.0
S012,2025-05-29 12:50:00,84.9,6.0,22.3
S012,2025-05-29 13:50:00,86.4,6.1,23.8
S012,2025-05-29 14:50:00,89.5,6.2,22.6
S012,2025-05-29 15:50:00,86.2,6.2,23.2
S012,2025-05-29 16:50:00,83.7,6.4,23.0
S012,2025-05-29 17:50:00,85.1,6.4,24.2
S012,2025-05-29 18:50:00,86.2,6.6,23.1
S012,2025-05-29 19:50:00,86.9,6.9,22.8
S012,2025-05-29 20:50:00,86.3,6.9,23.4
S012,2025-05-29 21:50:00,85.0,6.8,23.5
S012,2025-05-29 22:50:00,87.9,7.0,23.1
S012,2025-05-29 23:50:00,85.6,6.9,22.7
S012,2025-05-30 00:50:00,86.1,7.2,23.0
S012,2025-05-30 01:50:00,84.4,7.3,23.8
S012,2025-05-30 02:50:00,88.3,7.4,22.5
S012,2025-05-30 03:50:00,84.4,7.6,23.3
S012,2025-05-30 04:50:00,85.1,7.8,24.0
S012,2025-05-30 05:50:00,86.9,7.9,23.5
S012,2025-05-30 06:50:00,85.2,8.1,24.7
S012,2025-05-30 07:50:00,84.9,8.1,22.8
S012,2025-05-30 08:50:00,80.3,8.4,23.2
S012,2025-05-30 09:50:00,85.4,8.2,22.6
S012,2025-05-30 10:50:00,84.0,8.4,24.8
S012,2025-05-30 11:50:00,84.8,8.5,23.4
S012,2025-05-30 12:50:00,83.9,8.3,22.9
S012,2025-05-30 13:50:00,82.2,8.5,23.6
S012,2025-05-30 14:50:00,85.0,8.6,23.3
S012,2025-05-30 15:50:00,83.4,8.3,23.7
S012,2025-05-30 16:50:00,80.2,8.0,24.1
S012,2025-05-30 17:50:00,85.3,8.1,24.5
S012,2025-05-30 18:50:00,79.6,8.5,24.0
S012,2025-05-30 19:50:00,84.1,8.7,24.2
S012,2025-05-30 20:50:00,85.1,8.6,23.9
S012,2025-05-30 21:50:00,79.7,9.0,23.5
S012,2025-05-30 22:50:00,81.5,9.2,23.4
S012,2025-05-30 23:50:00,81.1,9.6,24.1
S012,2025-05-31 00:50:00,81.0,9.8,24.4
S012,2025-05-31 01:50:00,84.9,10.1,24.2
S012,2025-05-31 02:50:00,78.8,10.4,23.5
S012,2025-05-31 03:50:00,80.2,10.4,24.5
S012,2025-05-31 04:50:00,83.7,10.1,25.3
S012,2025-05-31 05:50:00,79.8,10.1,24.5
S012,2025-05-31 06:50:00,78.4,10.5,24.3
S012,2025-05-31 07:50:00,80.6,10.5,24.5
S012,2025-05-31 08:50:00,81.6,10.5,24.0
S012,2025-05-31 09:50:00,79.0,10.4,24.0
S012,2025-05-31 10:50:00,80.7,10.4,24.9
S012,2025-05-31 11:50:00,76.6,10.5,25.2
S012,2025-05-31 12:50:00,76.6,10.7,24.6
S012,2025-05-31 13:50:00,78.2,10.7,23.7
S012,2025-05-31 14:50:00,80.0,10.7,24.9
S012,2025-05-31 15:50:00,80.2,11.0,25.8
S012,2025-05-31 16:50:00,76.1,11.1,24.7
S012,2025-05-31 17:50:00,79.8,11.3,24.7
S012,2025-05-31 18:50:00,78.5,11.7,24.4
S012,2025-05-31 19:50:00,76.2,11.7,25.1
S012,2025-05-31 20:50:00,75.1,11.8,24.5
S012,2025-05-31 21:50:00,78.1,12.0,25.4
S012,2025-05-31 22:50:00,80.0,12.0,24.6
S012,2025-05-31 23:50:00,77.3,12.1,25.1
S012,2025-06-01 00:50:00,75.2,12.2,24.9
S012,2025-06-01 01:50:00,73.2,12.9,25.7
S012,2025-06-01 02:50:00,79.8,13.0,25.2
S012,2025-06-01 03:50:00,78.6,13.3,25.7
S012,2025-06-01 04:50:00,77.0,13.6,25.0
S012,2025-06-01 05:50:00,79.1,13.5,24.9
S012,2025-06-01 06:50:00,76.4,13.2,25.0
S012,2025-06-01 07:50:00,74.7,13.4,24.6
S012,2025-06-01 08:50:00,76.7,13.7,25.3
S012,2025-06-01 09:50:00,73.8,13.9,24.7
S012,2025-06-01 10:50:00,73.3,14.0,25.1
S012,2025-06-01 11:50:00,76.6,14.1,25.4
S012,2025-06-01 12:50:00,76.6,13.9,25.8
S012,2025-06-01 13:50:00,72.2,13.8,25.1
S012,2025-06-01 14:50:00,72.1,13.6,25.4
S012,2025-06-01 15:50:00,73.5,13.5,25.4
S012,2025-06-01 16:50:00,72.8,13.5,24.8
S012,2025-06-01 17:50:00,75.0,13.7,26.0
S012,2025-06-01 18:50:00,73.9,13.7,24.7
S012,2025-06-01 19:50:00,76.0,13.9,25.0
S012,2025-06-01 20:50:00,74.1,14.0,25.7
S012,2025-06-01 21:50:00,72.0,14.2,25.7
S012,2025-06-01 22:50:00,69.3,14.1,25.0
S012,2025-06-01 23:50:00,73.3,14.4,25.4
S012,2025-06-02 00:50:00,69.3,14.2,24.8
S012,2025-06-02 01:50:00,71.3,14.2,24.7
S012,2025-06-02 02:50:00,71.0,14.3,24.3
S012,2025-06-02 03:50:00,71.2,14.6,25.2
S012,2025-06-02 04:50:00,69.4,15.0,25.3
S012,2025-06-02 05:50:00,70.4,15.2,24.6
S012,2025-06-02 06:50:00,74.0,15.6,25.0
S012,2025-06-02 07:50:00,73.8,15.5,26.1
S012,2025-06-02 08:50:00,74.4,15.9,25.4
S012,2025-06-02 09:50:00,71.2,16.2,24.3
S012,2025-06-02 10:50:00,71.5,15.8,25.3
S012,2025-06-02 11:50:00,73.1,15.8,24.3
S012,2025-06-02 12:50:00,67.7,16.1,23.3
S012,2025-06-02 13:50:00,72.0,16.1,24.7
S012,2025-06-02 14:50:00,72.8,15.9,25.4
