sensor_id,time,humidity,sv,temperature
S032,2025-05-29 00:08:00,87.7,5.2,22.0
S032,2025-05-29 01:08:00,87.4,5.6,21.9
S032,2025-05-29 02:08:00,90.4,5.7,21.4
S032,2025-05-29 03:08:00,93.5,5.5,22.1
S032,2025-05-29 04:08:00,87.2,5.7,22.4
S032,2025-05-29 05:08:00,88.4,5.7,21.4
S032,2025-05-29 06:08:00,89.3,6.0,22.9
S032,2025-05-29 07:08:00,88.2,6.0,22.0
S032,2025-05-29 08:08:00,89.2,6.4,22.3
S032,2025-05-29 09:08:00,87.2,6.4,22.8
S032,2025-05-29 10:08:00,86.8,6.4,22.6
S032,2025-05-29 11:08:00,87.7,6.1,23.3
S032,2025-05-29 12:08:00,88.5,6.0,23.0
S032,2025-05-29 13:08:00,90.2,6.2,22.6
S032,2025-05-29 14:08:00,88.2,6.3,21.2
S032,2025-05-29 15:08:00,86.8,6.5,23.3
S032,2025-05-29 16:08:00,88.8,6.9,22.3
S032,2025-05-29 17:08:00,88.9,7.0,23.4
S032,2025-05-29 18:08:00,86.2,7.1,23.2
S032,2025-05-29 19:08:00,86.3,7.4,22.9
S032,2025-05-29 20:08:00,85.6,7.6,23.6
S032,2025-05-29 21:08:00,87.9,7.5,23.4
S032,2025-05-29 22:08:00,86.2,7.5,23.4
S032,2025-05-29 23:08:00,83.1,7.1,22.4
S032,2025-05-30 00:08:00,86.5,7.1,23.3
S032,2025-05-30 01:08:00,88.5,6.8,22.7
S032,2025-05-30 02:08:00,88.5,7.0,22.9
S032,2025-05-30 03:08:00,84.2,7.3,23.3
S032,2025-05-30 04:08:00,83.6,7.2,24.2
S032,2025-05-30 05:08:00,88.6,7.2,23.7
S032,2025-05-30 06:08:00,87.7,7.4,23.8
S032,2025-05-30 07:08:00,85.4,7.5,24.0
S032,2025-05-30 08:08:00,80.8,7.6,23.3
S032,2025-05-30 09:08:00,82.9,7.9,22.9
S032,2025-05-30 10:08:00,81.7,7.8,22.9
S032,2025-05-30 11:08:00,87.3,7.8,23.9
S032,2025-05-30 12:08:00,80.5,7.8,24.4
