sensor_id,time,humidity,sv,temperature
S005,2025-05-29 00:29:00,88.7,5.0,21.7
S005,2025-05-29 01:29:00,88.6,5.0,22.5
S005,2025-05-29 02:29:00,90.3,5.0,22.4
S005,2025-05-29 03:29:00,87.5,5.3,22.5
S005,2025-05-29 04:29:00,90.1,5.5,22.4
S005,2025-05-29 05:29:00,91.9,5.6,22.0
S005,2025-05-29 06:29:00,89.6,5.3,22.7
S005,2025-05-29 07:29:00,88.0,5.3,23.0
S005,2025-05-29 08:29:00,86.0,5.5,22.7
S005,2025-05-29 09:29:00,91.5,5.5,22.7
S005,2025-05-29 10:29:00,85.9,5.5,22.2
S005,2025-05-29 11:29:00,89.7,5.9,22.7
S005,2025-05-29 12:29:00,89.1,6.0,22.3
S005,2025-05-29 13:29:00,87.2,6.2,22.7
S005,2025-05-29 14:29:00,87.0,6.4,22.0
S005,2025-05-29 15:29:00,83.6,6.3,22.0
S005,2025-05-29 16:29:00,87.8,6.4,22.8
S005,2025-05-29 17:29:00,88.2,6.8,22.7
S005,2025-05-29 18:29:00,84.6,7.3,23.0
S005,2025-05-29 19:29:00,86.3,7.4,23.0
S005,2025-05-29 20:29:00,86.5,7.4,23.1
S005,2025-05-29 21:29:00,87.4,7.6,23.5
S005,2025-05-29 22:29:00,86.1,7.7,23.0
S005,2025-05-29 23:29:00,82.6,8.1,23.1
S005,2025-05-30 00:29:00,84.6,8.0,24.0
S005,2025-05-30 01:29:00,86.0,8.1,23.4
S005,2025-05-30 02:29:00,87.0,7.9,23.3
S005,2025-05-30 03:29:00,83.9,7.8,23.5
S005,2025-05-30 04:29:00,89.3,8.0,23.4
S005,2025-05-30 05:29:00,81.0,8.3,23.2
S005,2025-05-30 06:29:00,83.5,8.2,23.1
S005,2025-05-30 07:29:00,84.3,8.5,23.3
S005,2025-05-30 08:29:00,83.8,8.8,24.1
S005,2025-05-30 09:29:00,81.6,9.3,23.4
S005,2025-05-30 10:29:00,84.8,9.4,23.7
S005,2025-05-30 11:29:00,84.5,9.4,24.2
S005,2025-05-30 12:29:00,83.6,9.3,23.7
S005,2025-05-30 13:29:00,84.0,9.2,24.2
S005,2025-05-30 14:29:00,82.3,9.5,23.2
S005,2025-05-30 15:29:00,79.8,9.3,23.9
S005,2025-05-30 16:29:00,81.4,9.7,24.1
S005,2025-05-30 17:29:00,82.9,9.6,24.1
S005,2025-05-30 18:29:00,82.8,9.6,23.3
S005,2025-05-30 19:29:00,82.4,9.6,24.8
S005,2025-05-30 20:29:00,83.2,9.6,23.8
S005,2025-05-30 21:29:00,80.8,9.9,24.4
S005,2025-05-30 22:29:00,81.8,10.3,24.3
S005,2025-05-30 23:29:00,82.7,10.3,24.8
S005,2025-05-31 00:29:00,81.2,10.3,25.4
S005,2025-05-31 01:29:00,78.7,10.4,23.7
S005,2025-05-31 02:29:00,79.1,10.6,24.1
S005,2025-05-31 03:29:00,82.5,10.7,24.5
S005,2025-05-31 04:29:00,83.4,11.0,23.9
S005,2025-05-31 05:29:00,82.8,11.4,24.9
S005,2025-05-31 06:29:00,80.8,11.2,25.0
S005,2025-05-31 07:29:00,77.7,11.4,24.8
S005,2025-05-31 08:29:00,79.9,11.8,24.7
S005,2025-05-31 09:29:00,82.9,11.8,25.3
