sensor_id,time,humidity,sv,temperature
S007,2025-05-29 00:58:00,92.7,5.1,22.8
S007,2025-05-29 01:58:00,90.4,5.1,22.4
S007,2025-05-29 02:58:00,88.4,5.0,22.1
S007,2025-05-29 03:58:00,90.4,5.2,22.1
S007,2025-05-29 04:58:00,88.4,5.5,21.7
S007,2025-05-29 05:58:00,87.7,5.3,22.3
S007,2025-05-29 06:58:00,86.6,5.7,22.5
S007,2025-05-29 07:58:00,85.2,5.9,21.8
S007,2025-05-29 08:58:00,87.8,6.3,22.6
S007,2025-05-29 09:58:00,88.7,6.1,22.4
S007,2025-05-29 10:58:00,88.0,6.0,21.6
S007,2025-05-29 11:58:00,87.2,6.0,22.2
S007,2025-05-29 12:58:00,86.0,6.2,22.5
S007,2025-05-29 13:58:00,88.9,6.7,23.7
S007,2025-05-29 14:58:00,84.9,6.9,23.1
S007,2025-05-29 15:58:00,88.9,7.0,22.2
S007,2025-05-29 16:58:00,85.1,6.9,23.1
S007,2025-05-29 17:58:00,85.4,7.2,22.2
S007,2025-05-29 18:58:00,83.8,7.1,23.5
S007,2025-05-29 19:58:00,85.6,7.6,22.8
S007,2025-05-29 20:58:00,88.4,7.6,23.0
S007,2025-05-29 21:58:00,87.3,8.0,23.8
S007,2025-05-29 22:58:00,88.0,8.3,22.6
S007,2025-05-29 23:58:00,86.9,8.3,22.6
S007,2025-05-30 00:58:00,83.5,8.3,23.0
S007,2025-05-30 01:58:00,84.8,8.4,23.9
S007,2025-05-30 02:58:00,83.8,8.6,22.6
S007,2025-05-30 03:58:00,87.8,8.7,22.0
S007,2025-05-30 04:58:00,82.6,8.7,23.3
S007,2025-05-30 05:58:00,86.6,8.7,23.8
S007,2025-05-30 06:58:00,86.4,8.8,24.2
S007,2025-05-30 07:58:00,88.1,8.5,23.4
S007,2025-05-30 08:58:00,83.4,8.7,23.5
S007,2025-05-30 09:58:00,85.5,8.6,24.3
S007,2025-05-30 10:58:00,88.5,8.5,22.8
S007,2025-05-30 11:58:00,82.5,8.2,23.6
S007,2025-05-30 12:58:00,80.5,8.0,24.0
S007,2025-05-30 13:58:00,79.6,7.8,24.1
S007,2025-05-30 14:58:00,84.6,7.8,23.7
S007,2025-05-30 15:58:00,79.2,8.3,24.0
S007,2025-05-30 16:58:00,82.1,8.2,22.8
S007,2025-05-30 17:58:00,83.5,8.4,23.8
S007,2025-05-30 18:58:00,82.8,8.6,24.3
S007,2025-05-30 19:58:00,83.1,8.7,23.7
S007,2025-05-30 20:58:00,82.5,8.8,24.2
S007,2025-05-30 21:58:00,84.5,8.6,24.5
S007,2025-05-30 22:58:00,79.8,9.0,24.1
S007,2025-05-30 23:58:00,80.2,9.5,24.4
S007,2025-05-31 00:58:00,79.8,9.3,23.9
S007,2025-05-31 01:58:00,82.9,9.1,24.3
S007,2025-05-31 02:58:00,82.8,9.2,24.7
S007,2025-05-31 03:58:00,81.7,9.1,24.5
S007,2025-05-31 04:58:00,83.0,9.3,24.2
S007,2025-05-31 05:58:00,78.1,9.3,24.6
S007,2025-05-31 06:58:00,83.6,9.8,24.9
S007,2025-05-31 07:58:00,83.2,10.1,23.5
S007,2025-05-31 08:58:00,81.4,10.3,25.2
S007,2025-05-31 09:58:00,83.3,10.6,24.5
S007,2025-05-31 10:58:00,76.3,10.9,24.9
S007,2025-05-31 11:58:00,78.4,10.9,25.3
S007,2025-05-31 12:58:00,77.8,10.8,24.0
S007,2025-05-31 13:58:00,80.5,10.9,24.4
S007,2025-05-31 14:58:00,76.8,11.2,24.6
S007,2025-05-31 15:58:00,80.2,11.3,24.4
S007,2025-05-31 16:58:00,81.2,11.1,25.7
S007,2025-05-31 17:58:00,79.7,11.1,24.4
S007,2025-05-31 18:58:00,78.7,11.1,24.6
S007,2025-05-31 19:58:00,76.0,11.2,25.0
S007,2025-05-31 20:58:00,76.1,11.7,24.3
S007,2025-05-31 21:58:00,80.1,11.5,24.7
S007,2025-05-31 22:58:00,79.0,11.7,25.1
S007,2025-05-31 23:58:00,77.2,12.1,24.7
S007,2025-06-01 00:58:00,76.2,12.7,24.9
S007,2025-06-01 01:58:00,72.8,12.7,24.7
S007,2025-06-01 02:58:00,74.6,12.9,24.2
S007,2025-06-01 03:58:00,80.3,13.1,25.1
